,layer,pos,prob
0,0,0,0.1315024197101593
1,0,1,0.1315024197101593
2,0,2,0.1315024197101593
3,0,3,0.1315024197101593
4,0,4,0.18654753267765045
5,0,5,0.2553339898586273
6,0,6,0.06566479057073593
7,0,7,0.07328082621097565
8,0,8,0.1496773064136505
9,0,9,0.13434647023677826
10,0,10,0.12951433658599854
11,0,11,0.13248170912265778
12,0,12,0.13630756735801697
13,0,13,0.13033561408519745
14,0,14,0.13869699835777283
15,0,15,0.12488581985235214
16,1,0,0.1315024197101593
17,1,1,0.1315024197101593
18,1,2,0.1315024197101593
19,1,3,0.1315024197101593
20,1,4,0.18761758506298065
21,1,5,0.24824124574661255
22,1,6,0.06692450493574142
23,1,7,0.08120763301849365
24,1,8,0.15100409090518951
25,1,9,0.14075082540512085
26,1,10,0.13103190064430237
27,1,11,0.12955710291862488
28,1,12,0.13367770612239838
29,1,13,0.13154441118240356
30,1,14,0.13678428530693054
31,1,15,0.12109634280204773
32,2,0,0.1315024197101593
33,2,1,0.1315024197101593
34,2,2,0.1315024197101593
35,2,3,0.1315024197101593
36,2,4,0.1847418248653412
37,2,5,0.2476615309715271
38,2,6,0.06671920418739319
39,2,7,0.08324708044528961
40,2,8,0.17231138050556183
41,2,9,0.1419699639081955
42,2,10,0.13141387701034546
43,2,11,0.12831270694732666
44,2,12,0.13456521928310394
45,2,13,0.13166970014572144
46,2,14,0.14120711386203766
47,2,15,0.12792150676250458
48,3,0,0.1315024197101593
49,3,1,0.1315024197101593
50,3,2,0.1315024197101593
51,3,3,0.1315024197101593
52,3,4,0.18041856586933136
53,3,5,0.24199353158473969
54,3,6,0.06852234154939651
55,3,7,0.08404824137687683
56,3,8,0.20988614857196808
57,3,9,0.1498422473669052
58,3,10,0.13170816004276276
59,3,11,0.1319446712732315
60,3,12,0.134223073720932
61,3,13,0.1352328658103943
62,3,14,0.14041392505168915
63,3,15,0.12859435379505157
64,4,0,0.1315024197101593
65,4,1,0.1315024197101593
66,4,2,0.1315024197101593
67,4,3,0.1315024197101593
68,4,4,0.1807628720998764
69,4,5,0.24414217472076416
70,4,6,0.06478328257799149
71,4,7,0.09575625509023666
72,4,8,0.23069964349269867
73,4,9,0.14580455422401428
74,4,10,0.1309458613395691
75,4,11,0.13257712125778198
76,4,12,0.13747648894786835
77,4,13,0.135390043258667
78,4,14,0.13918402791023254
79,4,15,0.1267004907131195
80,5,0,0.1315024197101593
81,5,1,0.1315024197101593
82,5,2,0.1315024197101593
83,5,3,0.1315024197101593
84,5,4,0.18372631072998047
85,5,5,0.2495860755443573
86,5,6,0.06068018451333046
87,5,7,0.10825318843126297
88,5,8,0.2116324007511139
89,5,9,0.14455005526542664
90,5,10,0.12944242358207703
91,5,11,0.1345175951719284
92,5,12,0.13579809665679932
93,5,13,0.13405457139015198
94,5,14,0.13925358653068542
95,5,15,0.12610895931720734
96,6,0,0.1315024197101593
97,6,1,0.1315024197101593
98,6,2,0.1315024197101593
99,6,3,0.1315024197101593
100,6,4,0.17046941816806793
101,6,5,0.19484896957874298
102,6,6,0.08449381589889526
103,6,7,0.11822289973497391
104,6,8,0.18154418468475342
105,6,9,0.13752157986164093
106,6,10,0.12962430715560913
107,6,11,0.13057203590869904
108,6,12,0.13046015799045563
109,6,13,0.13212506473064423
110,6,14,0.13749739527702332
111,6,15,0.12698204815387726
112,7,0,0.1315024197101593
113,7,1,0.1315024197101593
114,7,2,0.1315024197101593
115,7,3,0.1315024197101593
116,7,4,0.3302666246891022
117,7,5,0.31014031171798706
118,7,6,0.12508893013000488
119,7,7,0.1365666538476944
120,7,8,0.1813412606716156
121,7,9,0.12935848534107208
122,7,10,0.12795481085777283
