,layer,pos,prob
0,0,0,0.0812629982829094
1,0,1,0.061124227941036224
2,0,2,0.07549592852592468
3,0,3,0.06430660933256149
4,0,4,0.054300788789987564
5,0,5,0.05220350623130798
6,0,6,0.050449345260858536
7,1,0,0.0812629982829094
8,1,1,0.0612809956073761
9,1,2,0.08377158641815186
10,1,3,0.06694039702415466
11,1,4,0.0547163151204586
12,1,5,0.05151108279824257
13,1,6,0.05087067931890488
14,2,0,0.0812629982829094
15,2,1,0.06128653138875961
16,2,2,0.09535658359527588
17,2,3,0.06558823585510254
18,2,4,0.05521950498223305
19,2,5,0.051454223692417145
20,2,6,0.05153887718915939
21,3,0,0.0812629982829094
22,3,1,0.06119033694267273
23,3,2,0.09340592473745346
24,3,3,0.06443449854850769
25,3,4,0.05469062924385071
26,3,5,0.05119439214468002
27,3,6,0.05182240530848503
28,4,0,0.0812629982829094
29,4,1,0.061248622834682465
30,4,2,0.09419285506010056
31,4,3,0.06868094205856323
32,4,4,0.05402373895049095
33,4,5,0.05054929479956627
34,4,6,0.053795911371707916
35,5,0,0.0812629982829094
36,5,1,0.06120477244257927
37,5,2,0.09428887069225311
38,5,3,0.0904049277305603
39,5,4,0.05259653925895691
40,5,5,0.049106113612651825
41,5,6,0.053592320531606674
42,6,0,0.05124425143003464
43,6,1,0.03399988263845444
44,6,2,0.09783662855625153
45,6,3,0.13214756548404694
46,6,4,0.05212318152189255
47,6,5,0.04889106750488281
48,6,6,0.053851354867219925
49,7,0,0.04961514100432396
50,7,1,0.06236286088824272
51,7,2,0.08896098285913467
52,7,3,0.13199949264526367
53,7,4,0.05342605710029602
54,7,5,0.05082109943032265
55,7,6,0.053077127784490585
56,8,0,0.05135049670934677
57,8,1,0.07072789967060089
58,8,2,0.08726781606674194
59,8,3,0.1319698542356491
60,8,4,0.05373859405517578
61,8,5,0.04968607798218727
62,8,6,0.05953408032655716
63,9,0,0.05178205296397209
64,9,1,0.06165161728858948
65,9,2,0.08645570278167725
66,9,3,0.1355331987142563
67,9,4,0.0530930794775486
68,9,5,0.05006870999932289
69,9,6,0.060335174202919006
70,10,0,0.052032679319381714
71,10,1,0.04425456374883652
72,10,2,0.08961889147758484
73,10,3,0.13977834582328796
74,10,4,0.05300258472561836
75,10,5,0.05067497119307518
76,10,6,0.0659601092338562
77,11,0,0.052259430289268494
78,11,1,0.04227117449045181
79,11,2,0.07499272376298904
80,11,3,0.13957634568214417
81,11,4,0.05315658822655678
82,11,5,0.05223635956645012
83,11,6,0.06836798787117004
84,12,0,0.05295507609844208
85,12,1,0.04658744856715202
86,12,2,0.07114957273006439
87,12,3,0.13928759098052979
88,12,4,0.05299283564090729
89,12,5,0.05349304527044296
90,12,6,0.09805607795715332
91,13,0,0.0529978945851326
92,13,1,0.04558657482266426
93,13,2,0.06543321162462234
94,13,3,0.1372402459383011
95,13,4,0.05263890326023102
96,13,5,0.053601305931806564
97,13,6,0.0965968519449234
98,14,0,0.052919771522283554
99,14,1,0.04716425761580467
100,14,2,0.06347502022981644
101,14,3,0.1374293565750122
102,14,4,0.05217894911766052
103,14,5,0.05378678813576698
104,14,6,0.09966196119785309
105,15,0,0.053094927221536636
106,15,1,0.051576387137174606
107,15,2,0.061557017266750336
108,15,3,0.13632118701934814
109,15,4,0.05261271446943283
110,15,5,0.05451752990484238
111,15,6,0.11175315827131271
112,16,0,0.05303284525871277
113,16,1,0.053917452692985535
114,16,2,0.06022739037871361
115,16,3,0.13411027193069458
116,16,4,0.05280015245079994
117,16,5,0.055225733667612076
118,16,6,0.13247345387935638
119,17,0,0.052997175604104996
120,17,1,0.0553128719329834
121,17,2,0.05880013480782509
122,17,3,0.1299963891506195
123,17,4,0.052596740424633026
124,17,5,0.05488501489162445
125,17,6,0.1462126076221466
126,18,0,0.05331682786345482
127,18,1,0.05611512437462807
128,18,2,0.05953429639339447
129,18,3,0.12901489436626434
130,18,4,0.05262245982885361
131,18,5,0.05549175664782524
132,18,6,0.1507413387298584
133,19,0,0.053681377321481705
134,19,1,0.057496264576911926
135,19,2,0.05784151703119278
136,19,3,0.12097794562578201
137,19,4,0.05140087381005287
138,19,5,0.056112226098775864
139,19,6,0.16322776675224304
140,20,0,0.05365871638059616
141,20,1,0.05842480808496475
142,20,2,0.05868417024612427
143,20,3,0.11411216855049133
144,20,4,0.05181848630309105
145,20,5,0.05662759393453598
146,20,6,0.16322776675224304
147,21,0,0.05355477333068848
148,21,1,0.05900575965642929
149,21,2,0.05553505942225456
150,21,3,0.08818358182907104
151,21,4,0.05153173580765724
152,21,5,0.05542714148759842
153,21,6,0.16322776675224304
154,22,0,0.053658317774534225
155,22,1,0.061101146042346954
156,22,2,0.05446873977780342
157,22,3,0.08694775402545929
158,22,4,0.052600763738155365
159,22,5,0.05518687888979912
160,22,6,0.16322776675224304
161,23,0,0.053498774766922
162,23,1,0.05977533012628555
163,23,2,0.053910814225673676
164,23,3,0.08671343326568604
165,23,4,0.05287504568696022
166,23,5,0.05534075200557709
167,23,6,0.16322776675224304
